,Age_woe,Housing_woe,Job_woe,Purpose_woe,Credit amount_woe,Checking account_woe,Duration_woe,Sex_woe,Saving accounts_woe
867,-0.4448116824239503,0.0141160706638427,-0.004525137531573,0.0519093351604982,0.2390041707071107,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
681,0.0221964378419868,-0.168964067619172,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
109,0.0221964378419868,0.0141160706638427,-0.004525137531573,0.1294419681955844,-0.0605123593916731,-0.0328318932945921,-0.3355372674449877,0.0197191450804302,0.1153902147399341
134,0.4165524487484076,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.1246638087225922,0.0235601131577185,0.0335601964923016,-0.0444825105145674,0.4087015742726689
721,-0.1102126901844178,0.0415283661414787,-0.004525137531573,0.1294419681955844,0.2079135836370795,-0.0328318932945921,-0.064991477236194,-0.0444825105145674,0.4087015742726689
911,-0.1102126901844178,0.0141160706638427,0.0206567916563938,0.0519093351604982,-0.152156949302791,-0.0328318932945921,0.1505318730778061,-0.0444825105145674,-0.0958931246488419
584,0.3527906266790087,-0.168964067619172,-0.0119021775844555,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.0976847246618406,-0.0444825105145674,-0.0958931246488419
664,0.3527906266790087,0.0141160706638427,0.0206567916563938,0.1294419681955844,-0.0605123593916731,-0.1145699955533733,-0.064991477236194,-0.0444825105145674,-0.0958931246488419
626,-0.4448116824239503,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.0605123593916731,-0.1145699955533733,-0.064991477236194,0.0197191450804302,-0.0958931246488419
204,0.0221964378419868,0.0141160706638427,0.0206567916563938,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
167,0.4165524487484076,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.0605123593916731,-0.0328318932945921,0.0976847246618406,-0.0444825105145674,0.4087015742726689
222,0.3563335887553527,0.0141160706638427,-0.004525137531573,-0.0179976131725481,0.2079135836370795,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
278,0.0221964378419868,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.152156949302791,0.0235601131577185,-0.064991477236194,-0.0444825105145674,-0.0958931246488419
947,0.0221964378419868,0.0141160706638427,-0.0119021775844555,-0.0667139743757384,0.2390041707071107,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
105,0.0221964378419868,0.0141160706638427,-0.0119021775844555,-0.0667139743757384,-0.1246638087225922,-0.0328318932945921,0.1505318730778061,0.0197191450804302,-0.0958931246488419
393,0.3563335887553527,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,-0.064991477236194,-0.0444825105145674,-0.0958931246488419
274,0.0221964378419868,0.0141160706638427,0.0206567916563938,-0.0667139743757384,-0.1246638087225922,0.0235601131577185,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
710,0.0221964378419868,0.0141160706638427,-0.0119021775844555,-0.0179976131725481,0.2079135836370795,0.0235601131577185,-0.0400730545511518,0.0197191450804302,0.1153902147399341
420,0.4165524487484076,0.0415283661414787,-0.004525137531573,-0.0667139743757384,0.2390041707071107,0.0235601131577185,-0.3355372674449877,-0.0444825105145674,0.4087015742726689
85,-0.1102126901844178,0.0141160706638427,-0.0119021775844555,0.1294419681955844,-0.0605123593916731,0.0235601131577185,0.0976847246618406,-0.0444825105145674,-0.0958931246488419
380,0.0221964378419868,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
219,-0.2327921091531446,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.0976847246618406,-0.0444825105145674,-0.0958931246488419
459,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.152156949302791,0.0235601131577185,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
522,0.3527906266790087,-0.168964067619172,-0.004525137531573,0.0519093351604982,0.3418615561468183,0.0235601131577185,0.0335601964923016,0.0197191450804302,-0.0958931246488419
472,-0.1102126901844178,0.0141160706638427,0.0206567916563938,-0.0667139743757384,0.2079135836370795,0.0235601131577185,-0.064991477236194,0.0197191450804302,-0.0958931246488419
973,0.0221964378419868,0.0415283661414787,-0.004525137531573,0.1294419681955844,0.3418615561468183,0.0235601131577185,0.0335601964923016,0.0197191450804302,-0.0958931246488419
786,-0.4448116824239503,0.0141160706638427,-0.004525137531573,-0.0179976131725481,0.2390041707071107,0.0235601131577185,0.1505318730778061,0.0197191450804302,0.1153902147399341
881,0.3527906266790087,-0.168964067619172,-0.004525137531573,-0.0667139743757384,-0.1246638087225922,0.0235601131577185,0.1505318730778061,0.0197191450804302,-0.0958931246488419
84,0.3527906266790087,0.0141160706638427,0.0206567916563938,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
483,0.3563335887553527,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.0605123593916731,0.0235601131577185,-0.3355372674449877,-0.0444825105145674,0.4087015742726689
239,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0179976131725481,0.2390041707071107,0.0235601131577185,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
951,-0.1102126901844178,0.0141160706638427,-0.004525137531573,0.1294419681955844,-0.0605123593916731,0.0235601131577185,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
157,0.0264427287234378,0.0141160706638427,0.0206567916563938,0.1294419681955844,0.2079135836370795,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
452,0.0221964378419868,0.0141160706638427,-0.004525137531573,0.0519093351604982,0.2390041707071107,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
159,0.0221964378419868,0.0141160706638427,0.0206567916563938,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,-0.064991477236194,0.0197191450804302,-0.0958931246488419
992,-0.1102126901844178,0.0415283661414787,0.0206567916563938,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
251,0.0264427287234378,0.0141160706638427,0.0206567916563938,0.0519093351604982,-0.0605123593916731,-0.1145699955533733,0.0976847246618406,-0.0444825105145674,-0.0958931246488419
63,-0.1102126901844178,0.0141160706638427,-0.004525137531573,0.1294419681955844,-0.1246638087225922,-0.0328318932945921,0.0335601964923016,0.0197191450804302,-0.0958931246488419
25,0.0221964378419868,0.0141160706638427,0.0206567916563938,0.0519093351604982,-0.0605123593916731,0.0235601131577185,-0.064991477236194,0.0197191450804302,-0.0958931246488419
925,0.0264427287234378,0.0141160706638427,-0.004525137531573,-0.0667139743757384,0.2079135836370795,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
462,0.0221964378419868,0.0415283661414787,-0.0119021775844555,0.0519093351604982,0.2390041707071107,-0.0328318932945921,0.0976847246618406,-0.0444825105145674,-0.0958931246488419
217,-0.1102126901844178,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.152156949302791,-0.1145699955533733,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
622,0.0221964378419868,0.0141160706638427,-0.004525137531573,0.1294419681955844,-0.152156949302791,0.0235601131577185,0.0335601964923016,0.0197191450804302,-0.0958931246488419
10,-0.1102126901844178,0.0415283661414787,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,-0.0328318932945921,0.0976847246618406,-0.0444825105145674,-0.0958931246488419
592,0.0221964378419868,0.0141160706638427,0.0206567916563938,0.1294419681955844,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,-0.0444825105145674,0.4087015742726689
768,-0.1102126901844178,0.0415283661414787,-0.004525137531573,0.0519093351604982,0.2390041707071107,-0.0328318932945921,0.0976847246618406,0.0197191450804302,-0.0958931246488419
17,-0.1102126901844178,0.0141160706638427,-0.004525137531573,0.1294419681955844,0.3418615561468183,0.0235601131577185,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
633,0.4165524487484076,0.0415283661414787,-0.004525137531573,0.0519093351604982,-0.0605123593916731,0.0235601131577185,-0.064991477236194,-0.0444825105145674,-0.0958931246488419
312,-0.1102126901844178,0.0141160706638427,-0.004525137531573,0.0519093351604982,0.2390041707071107,-0.1145699955533733,0.1505318730778061,-0.0444825105145674,-0.0958931246488419
494,0.0221964378419868,0.0415283661414787,0.0206567916563938,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
855,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.1505318730778061,0.0197191450804302,0.4087015742726689
952,-0.1102126901844178,0.0415283661414787,-0.004525137531573,-0.0667139743757384,-0.152156949302791,-0.0328318932945921,0.1505318730778061,-0.0444825105145674,0.1153902147399341
343,0.0221964378419868,0.0141160706638427,-0.0119021775844555,0.1294419681955844,-0.152156949302791,-0.0328318932945921,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
158,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0667139743757384,0.2390041707071107,-0.0328318932945921,0.1505318730778061,0.0197191450804302,0.4087015742726689
98,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,-0.0328318932945921,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
490,-0.1102126901844178,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
316,0.0221964378419868,0.0141160706638427,0.0206567916563938,0.0519093351604982,0.2079135836370795,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
145,0.3563335887553527,0.0141160706638427,-0.004525137531573,0.1294419681955844,0.2390041707071107,-0.0328318932945921,0.0335601964923016,0.0197191450804302,0.4087015742726689
719,0.3563335887553527,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.6007464840447101,-0.0328318932945921,-0.0400730545511518,0.0197191450804302,0.4087015742726689
648,0.0221964378419868,-0.168964067619172,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,-0.1145699955533733,0.1505318730778061,0.0197191450804302,-0.0958931246488419
922,0.4165524487484076,0.0415283661414787,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,-0.064991477236194,-0.0444825105145674,-0.0958931246488419
152,-0.1102126901844178,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.6007464840447101,-0.1145699955533733,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
184,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,-0.0328318932945921,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
788,0.3527906266790087,-0.168964067619172,-0.004525137531573,0.1294419681955844,-0.6007464840447101,-0.0328318932945921,0.0335601964923016,0.0197191450804302,-0.0958931246488419
182,-0.4448116824239503,0.0141160706638427,0.0206567916563938,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
552,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0179976131725481,0.3418615561468183,0.0235601131577185,0.0335601964923016,0.0197191450804302,-0.0958931246488419
582,-0.1102126901844178,0.0415283661414787,-0.004525137531573,0.0519093351604982,-0.0605123593916731,0.0235601131577185,-0.064991477236194,-0.0444825105145674,-0.0958931246488419
884,-0.4448116824239503,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.152156949302791,-0.0328318932945921,0.1505318730778061,0.0197191450804302,-0.0958931246488419
689,0.3563335887553527,0.0141160706638427,-0.004525137531573,-0.0667139743757384,0.2390041707071107,0.0235601131577185,0.0976847246618406,0.0197191450804302,0.4087015742726689
319,-0.1102126901844178,0.0141160706638427,0.0206567916563938,0.0519093351604982,0.2390041707071107,0.0235601131577185,-0.3355372674449877,-0.0444825105145674,-0.0958931246488419
514,-0.2327921091531446,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.1505318730778061,0.0197191450804302,-0.0958931246488419
828,0.0264427287234378,-0.168964067619172,-0.004525137531573,-0.0667139743757384,0.3418615561468183,0.0235601131577185,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
854,0.0264427287234378,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.1246638087225922,0.0235601131577185,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
72,0.3527906266790087,-0.168964067619172,-0.0119021775844555,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,-0.064991477236194,0.0197191450804302,-0.0958931246488419
315,0.3563335887553527,0.0141160706638427,-0.004525137531573,0.0519093351604982,0.2390041707071107,0.0235601131577185,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
412,-0.4448116824239503,0.0141160706638427,-0.0119021775844555,0.1294419681955844,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
970,0.4165524487484076,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,-0.0328318932945921,-0.3355372674449877,0.0197191450804302,0.4087015742726689
16,0.3527906266790087,0.0141160706638427,-0.004525137531573,-0.0179976131725481,0.2390041707071107,0.0235601131577185,0.1505318730778061,0.0197191450804302,-0.0958931246488419
431,-0.1102126901844178,0.0141160706638427,-0.0119021775844555,-0.0667139743757384,-0.1246638087225922,-0.0328318932945921,0.1505318730778061,0.0197191450804302,-0.0958931246488419
160,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0179976131725481,0.2390041707071107,0.0235601131577185,0.1505318730778061,0.0197191450804302,0.4087015742726689
91,-0.2327921091531446,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
802,-0.1102126901844178,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.152156949302791,0.0235601131577185,-0.0400730545511518,-0.0444825105145674,-0.0958931246488419
795,0.4165524487484076,0.0415283661414787,-0.004525137531573,0.0519093351604982,-0.0605123593916731,0.0235601131577185,-0.064991477236194,-0.0444825105145674,0.4087015742726689
770,-0.1102126901844178,0.0415283661414787,-0.004525137531573,-0.0667139743757384,0.2390041707071107,0.0235601131577185,0.1505318730778061,-0.0444825105145674,-0.0958931246488419
235,0.3563335887553527,0.0141160706638427,-0.0119021775844555,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,0.1505318730778061,0.0197191450804302,-0.0958931246488419
774,-0.2327921091531446,-0.168964067619172,0.0206567916563938,-0.0667139743757384,-0.0605123593916731,-0.1145699955533733,0.0976847246618406,0.0197191450804302,0.1153902147399341
555,0.4165524487484076,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,-0.0328318932945921,0.0976847246618406,0.0197191450804302,-0.0958931246488419
464,0.0221964378419868,0.0141160706638427,-0.004525137531573,0.1294419681955844,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
906,-0.1102126901844178,0.0141160706638427,0.0206567916563938,-0.0667139743757384,0.2390041707071107,0.0235601131577185,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
61,0.3527906266790087,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,-0.0328318932945921,-0.3355372674449877,0.0197191450804302,-0.0958931246488419
172,0.0221964378419868,0.0141160706638427,-0.0119021775844555,0.0519093351604982,-0.0605123593916731,-0.0328318932945921,0.1505318730778061,-0.0444825105145674,-0.0958931246488419
192,0.0221964378419868,0.0141160706638427,-0.004525137531573,0.1294419681955844,-0.152156949302791,-0.0328318932945921,0.1505318730778061,0.0197191450804302,-0.0958931246488419
29,-0.2327921091531446,0.0141160706638427,-0.004525137531573,0.1294419681955844,0.3418615561468183,0.0235601131577185,0.0335601964923016,0.0197191450804302,-0.0958931246488419
187,-0.2327921091531446,-0.168964067619172,0.0206567916563938,-0.0667139743757384,-0.0605123593916731,-0.0328318932945921,-0.3355372674449877,0.0197191450804302,-0.0958931246488419
303,0.3527906266790087,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
155,0.4165524487484076,0.0415283661414787,-0.004525137531573,0.0519093351604982,-0.0605123593916731,0.0235601131577185,0.0976847246618406,-0.0444825105145674,-0.0958931246488419
679,-0.1102126901844178,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,-0.0444825105145674,-0.0958931246488419
423,0.0221964378419868,0.0141160706638427,-0.0119021775844555,0.0519093351604982,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,0.0197191450804302,0.4087015742726689
991,0.0221964378419868,0.0141160706638427,0.0206567916563938,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,-0.3355372674449877,0.0197191450804302,0.4087015742726689
655,0.4165524487484076,-0.168964067619172,-0.004525137531573,-0.0667139743757384,-0.152156949302791,0.0235601131577185,-0.3355372674449877,0.0197191450804302,-0.0958931246488419
344,0.0221964378419868,0.0141160706638427,0.0206567916563938,-0.0667139743757384,-0.152156949302791,-0.1145699955533733,0.0976847246618406,0.0197191450804302,-0.0958931246488419
227,0.3527906266790087,-0.168964067619172,-0.0119021775844555,0.0519093351604982,0.3418615561468183,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
833,-0.4448116824239503,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.6007464840447101,-0.0328318932945921,0.1505318730778061,-0.0444825105145674,-0.0958931246488419
757,0.0221964378419868,-0.168964067619172,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,-0.1145699955533733,-0.3355372674449877,0.0197191450804302,-0.0958931246488419
450,0.3563335887553527,0.0141160706638427,-0.0119021775844555,-0.0667139743757384,-0.1246638087225922,0.0235601131577185,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
351,-0.1102126901844178,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.0605123593916731,-0.0328318932945921,-0.064991477236194,-0.0444825105145674,-0.0958931246488419
293,-0.2327921091531446,-0.168964067619172,-0.004525137531573,-0.0667139743757384,-0.152156949302791,-0.1145699955533733,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
987,-0.2327921091531446,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,0.0976847246618406,-0.0444825105145674,0.4087015742726689
339,0.3563335887553527,0.0141160706638427,0.0206567916563938,0.0519093351604982,-0.0605123593916731,-0.0328318932945921,0.0976847246618406,0.0197191450804302,-0.0958931246488419
206,-0.4448116824239503,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
230,-0.1102126901844178,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.152156949302791,-0.1145699955533733,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
676,0.0221964378419868,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.6007464840447101,0.0235601131577185,0.1505318730778061,0.0197191450804302,-0.0958931246488419
526,0.3563335887553527,0.0141160706638427,-0.004525137531573,0.1294419681955844,-0.0605123593916731,0.0235601131577185,-0.3355372674449877,-0.0444825105145674,0.4087015742726689
257,-0.1102126901844178,-0.168964067619172,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
386,0.4165524487484076,0.0415283661414787,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,-0.0444825105145674,-0.0958931246488419
566,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
390,0.3563335887553527,0.0141160706638427,-0.0119021775844555,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
568,-0.4448116824239503,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.152156949302791,-0.0328318932945921,0.0335601964923016,0.0197191450804302,-0.0958931246488419
141,0.3563335887553527,0.0141160706638427,-0.0119021775844555,-0.0179976131725481,-0.152156949302791,-0.0328318932945921,-0.1355161335516322,-0.0444825105145674,-0.0958931246488419
461,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,-0.3355372674449877,0.0197191450804302,-0.0958931246488419
853,0.0221964378419868,-0.168964067619172,0.0206567916563938,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
834,-0.1102126901844178,0.0141160706638427,0.0206567916563938,-0.0179976131725481,-0.0605123593916731,-0.1145699955533733,-0.3355372674449877,-0.0444825105145674,-0.0958931246488419
320,-0.1102126901844178,0.0141160706638427,-0.0119021775844555,-0.0667139743757384,-0.152156949302791,-0.0328318932945921,-0.1355161335516322,0.0197191450804302,-0.0958931246488419
183,0.3527906266790087,0.0141160706638427,-0.004525137531573,0.0519093351604982,0.2390041707071107,0.0235601131577185,0.1505318730778061,0.0197191450804302,0.4087015742726689
604,-0.1102126901844178,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.0605123593916731,-0.1145699955533733,0.0976847246618406,-0.0444825105145674,-0.0958931246488419
732,0.0264427287234378,0.0141160706638427,0.0206567916563938,-0.0179976131725481,0.2079135836370795,-0.0328318932945921,-0.064991477236194,-0.0444825105145674,-0.0958931246488419
912,-0.1102126901844178,0.0141160706638427,-0.004525137531573,-0.0179976131725481,0.2390041707071107,-0.0328318932945921,-0.1355161335516322,-0.0444825105145674,-0.0958931246488419
107,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.6007464840447101,-0.0328318932945921,0.0976847246618406,0.0197191450804302,-0.0958931246488419
765,-0.4448116824239503,0.0141160706638427,0.0206567916563938,-0.0179976131725481,-0.0605123593916731,-0.0328318932945921,0.0976847246618406,0.0197191450804302,-0.0958931246488419
441,0.3563335887553527,0.0141160706638427,-0.004525137531573,0.0519093351604982,-0.0605123593916731,0.0235601131577185,0.0976847246618406,-0.0444825105145674,-0.0958931246488419
817,-0.1102126901844178,0.0415283661414787,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,-0.064991477236194,-0.0444825105145674,-0.0958931246488419
287,0.3563335887553527,-0.168964067619172,-0.0119021775844555,-0.0667139743757384,0.3418615561468183,-0.0328318932945921,0.0335601964923016,0.0197191450804302,0.4087015742726689
632,-0.1102126901844178,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,-0.0328318932945921,-0.3355372674449877,0.0197191450804302,-0.0958931246488419
410,0.4165524487484076,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,-0.0328318932945921,0.1505318730778061,-0.0444825105145674,-0.0958931246488419
801,0.3527906266790087,0.0415283661414787,0.0206567916563938,-0.0179976131725481,-0.0605123593916731,-0.0328318932945921,-0.0400730545511518,-0.0444825105145674,-0.0958931246488419
301,-0.4448116824239503,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.152156949302791,-0.0328318932945921,-0.1355161335516322,-0.0444825105145674,-0.0958931246488419
169,0.3563335887553527,0.0141160706638427,-0.004525137531573,0.1294419681955844,-0.0605123593916731,-0.0328318932945921,0.1505318730778061,0.0197191450804302,-0.0958931246488419
974,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0179976131725481,0.2390041707071107,0.0235601131577185,-0.1355161335516322,-0.0444825105145674,-0.0958931246488419
122,-0.1102126901844178,0.0415283661414787,0.0206567916563938,0.0519093351604982,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
977,-0.4448116824239503,0.0141160706638427,-0.004525137531573,0.1294419681955844,0.2390041707071107,-0.0328318932945921,-0.0400730545511518,0.0197191450804302,-0.0958931246488419
538,-0.4448116824239503,-0.168964067619172,-0.0119021775844555,-0.0667139743757384,0.3418615561468183,0.0235601131577185,0.0335601964923016,0.0197191450804302,-0.0958931246488419
661,-0.1102126901844178,0.0141160706638427,-0.004525137531573,-0.0667139743757384,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
151,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,-0.0958931246488419
232,0.0221964378419868,0.0141160706638427,-0.004525137531573,-0.0179976131725481,-0.0605123593916731,0.0235601131577185,0.0976847246618406,0.0197191450804302,0.4087015742726689
381,0.0221964378419868,-0.168964067619172,-0.0119021775844555,-0.0667139743757384,-0.1246638087225922,-0.0328318932945921,-0.0400730545511518,-0.0444825105145674,-0.0958931246488419
829,0.0221964378419868,-0.168964067619172,-0.004525137531573,0.1294419681955844,-0.6007464840447101,-0.0328318932945921,0.0335601964923016,0.0197191450804302,-0.0958931246488419
